,rendered_character,period,image_ID,dataset,SVG description length
3916,渔,Simplified,渔,Hiragino Sans GB,2626
3917,欧,Simplified,欧,Hiragino Sans GB,2907
3918,羹,Simplified,羹,Hiragino Sans GB,3761
3919,嫁,Simplified,嫁,Hiragino Sans GB,4248
3920,县,Seal,S06475,hzy,4218
3921,也,Simplified,也,Hiragino Sans GB,2122
3922,姐,Simplified,姐,Hiragino Sans GB,2372
3923,澈,Traditional,26,traditional,5892
3924,屏,Traditional,屏,Hiragino Sans GB,2171
3925,耿,Traditional,13,traditional,4168
3926,峡,Simplified,108,casia,3949
3927,拇,Simplified,59,casia,5641
3928,袖,Traditional,14,traditional,4802
3929,侃,Seal,S08420,hzy,3229
3930,拽,Traditional,拽,SimSun,3367
3931,妍,Seal,S09308,hzy,3313
3932,酸,Traditional,4,traditional,6889
3933,抠,Seal,S08820,hzy,3352
3934,睬,Simplified,睬,SimSun,3338
3935,埸,Traditional,埸,SimSun,3705
3936,烬,Seal,S07329,hzy,3293
3937,嵐,Traditional,嵐,Hiragino Sans GB,2662
3938,垢,Simplified,垢,Hiragino Sans GB,2218
3939,咳,Simplified,咳,Hiragino Sans GB,2997
3940,冀,Simplified,冀,Hiragino Sans GB,3658
3941,癱,Traditional,癱,SimSun,4944
3942,愁,Traditional,愁,SimSun,3282
3943,尸,Bronze,B13183,hzy,1711
3944,舟,Oracle,J19957,hzy,2033
3945,选,Simplified,选,Hiragino Sans GB,2369
3946,矩,Simplified,矩,Hiragino Sans GB,2104
3947,浓,Simplified,浓,SimSun,3637
3948,澆,Traditional,澆,Hiragino Sans GB,2840
3949,捷,Simplified,捷,Hiragino Sans GB,2385
3950,沼,Traditional,沼,Hiragino Sans GB,2324
3951,各,Traditional,各,SimSun,2741
3952,晚,Traditional,晚,SimSun,3394
3953,譚,Traditional,55,traditional,6010
3954,矩,Traditional,28,traditional,4825
3955,说,Simplified,39,casia,3825
3956,估,Simplified,估,SimSun,2156
3957,錦,Traditional,錦,SimSun,3794
3958,式,Traditional,30,traditional,4227
3959,宾,Simplified,71,casia,4104
3960,郎,Seal,S04729,hzy,3648
3961,兼,Traditional,兼,SimSun,2889
3962,鑽,Traditional,鑽,SimSun,5777
3963,势,Simplified,势,SimSun,3931
3964,埃,Simplified,埃,Hiragino Sans GB,2802
3965,哒,Simplified,哒,Hiragino Sans GB,2357
3966,尤,Traditional,尤,Hiragino Sans GB,1637
3967,凡,Simplified,凡,Hiragino Sans GB,1518
3968,体,Simplified,13,casia,3442
3969,淮,Bronze,B15516,hzy,4169
3970,挖,Simplified,挖,Hiragino Sans GB,2767
3971,春,Simplified,春,Hiragino Sans GB,2787
3972,声,Simplified,88,casia,2927
3973,滲,Traditional,滲,Hiragino Sans GB,4657
3974,耐,Traditional,耐,SimSun,2280
3975,军,Bronze,B19610,hzy,3125
3976,苔,Simplified,苔,Hiragino Sans GB,2062
3977,扬,Seal,S08950,hzy,3444
3978,靠,Traditional,靠,SimSun,2830
3979,宰,Oracle,J17541,hzy,3070
3980,畸,Traditional,18,traditional,5655
3981,莹,Simplified,莹,SimSun,2303
3982,龄,Simplified,69,casia,4731
3983,翩,Seal,S02579,hzy,4751
3984,耗,Simplified,耗,SimSun,3701
3985,兜,Simplified,38,casia,4311
3986,帧,Simplified,帧,SimSun,2326
3987,烧,Simplified,烧,SimSun,4156
3988,阙,Simplified,57,casia,4652
3989,腱,Traditional,腱,SimSun,3868
3990,坠,Simplified,坠,Hiragino Sans GB,1945
3991,呱,Simplified,呱,Hiragino Sans GB,2348
3992,浮,Traditional,浮,Hiragino Sans GB,2539
3993,鰲,Traditional,鰲,Hiragino Sans GB,4357
3994,蓄,Traditional,蓄,Hiragino Sans GB,3133
3995,蟾,Traditional,蟾,Hiragino Sans GB,2983
3996,迎,Traditional,2,traditional,4858
3997,洞,Simplified,洞,SimSun,2495
3998,弋,Traditional,10,traditional,3111
3999,却,Simplified,44,casia,3383
4000,焉,Simplified,焉,Hiragino Sans GB,2179
4001,闸,Simplified,闸,Hiragino Sans GB,1532
4002,斗,Simplified,斗,Hiragino Sans GB,1524
4003,转,Simplified,转,SimSun,4060
4004,噸,Traditional,噸,SimSun,3010
4005,同,Seal,S05477,hzy,1844
4006,母,Simplified,119,casia,3947
4007,瞅,Traditional,瞅,Hiragino Sans GB,3522
4008,蛙,Traditional,蛙,Hiragino Sans GB,2102
4009,滋,Simplified,114,casia,5196
4010,伞,Seal,S09839,hzy,5828
4011,配,Simplified,配,SimSun,2419
4012,荒,Traditional,荒,SimSun,2737
4013,兜,Simplified,兜,SimSun,2842
4014,勉,Simplified,勉,SimSun,3775
4015,棘,Bronze,B10695,hzy,3589
4016,吐,Simplified,吐,Hiragino Sans GB,1118
4017,薰,Traditional,薰,Hiragino Sans GB,2537
4018,蚊,Traditional,蚊,Hiragino Sans GB,2949
4019,啥,Traditional,啥,SimSun,2684
4020,酶,Simplified,酶,SimSun,4274
4021,鹼,Traditional,鹼,Hiragino Sans GB,4747
4022,漠,Traditional,漠,Hiragino Sans GB,2767
4023,氚,Traditional,氚,Hiragino Sans GB,1997
4024,情,Simplified,情,Hiragino Sans GB,1779
4025,但,Simplified,但,SimSun,2088
4026,邪,Simplified,邪,Hiragino Sans GB,2480
4027,贞,Simplified,87,casia,3289
4028,朗,Traditional,49,traditional,4701
4029,煨,Simplified,煨,Hiragino Sans GB,2978
4030,时,Simplified,时,Hiragino Sans GB,1240
4031,特,Simplified,特,Hiragino Sans GB,2057
4032,欠,Traditional,21,traditional,3771
4033,疵,Traditional,50,traditional,4738
4034,聚,Simplified,聚,SimSun,4779
4035,津,Simplified,津,SimSun,2673
4036,洽,Traditional,洽,Hiragino Sans GB,2158
4037,申,Traditional,申,SimSun,1505
4038,梗,Seal,S04085,hzy,3571
4039,汤,Bronze,B15611,hzy,2672
4040,验,Simplified,92,casia,5090
4041,攘,Traditional,攘,SimSun,5163
4042,主,Seal,S03652,hzy,1808
4043,快,Traditional,快,Hiragino Sans GB,2011
4044,侦,Seal,S05927,hzy,2582
4045,伏,Simplified,32,casia,3760
4046,迭,Seal,S01304,hzy,3478
4047,闩,Simplified,闩,SimSun,1583
4048,岡,Traditional,岡,Hiragino Sans GB,1753
4049,籽,Traditional,籽,SimSun,2822
4050,相,Traditional,48,traditional,4442
4051,漕,Traditional,42,traditional,5390
4052,皁,Traditional,皁,Hiragino Sans GB,1310
4053,豹,Traditional,豹,SimSun,4459
4054,墙,Bronze,B08479,hzy,4805
4055,攏,Traditional,1,traditional,6710
4056,符,Traditional,符,SimSun,3153
4057,诈,Simplified,诈,SimSun,2390
4058,男,Simplified,男,Hiragino Sans GB,2360
4059,启,Seal,S02286,hzy,3209
4060,瘦,Simplified,瘦,Hiragino Sans GB,3451
4061,遣,Simplified,125,casia,4421
4062,巧,Traditional,50,traditional,4180
4063,守,Traditional,4,traditional,4248
4064,繞,Traditional,繞,SimSun,4643
4065,啼,Simplified,啼,Hiragino Sans GB,2031
4066,璜,Traditional,璜,Hiragino Sans GB,2829
4067,绷,Seal,S09627,hzy,6037
4068,孰,Traditional,孰,SimSun,3733
4069,琵,Simplified,琵,SimSun,3512
4070,官,Simplified,44,casia,3438
4071,卞,Simplified,卞,Hiragino Sans GB,1124
4072,汪,Traditional,汪,Hiragino Sans GB,1561
4073,豚,Bronze,B14500,hzy,3401
4074,偏,Simplified,偏,Hiragino Sans GB,2422
4075,饱,Simplified,饱,SimSun,3240
4076,疲,Seal,S05451,hzy,3134
4077,竿,Traditional,16,traditional,3836
4078,孤,Traditional,17,traditional,4329
4079,騷,Traditional,騷,SimSun,4357
4080,奠,Simplified,奠,SimSun,3465
4081,滯,Traditional,14,traditional,4786
4082,公,Traditional,16,traditional,3420
4083,锶,Simplified,5,casia,4838
4084,鵬,Traditional,鵬,SimSun,4380
4085,拙,Simplified,拙,Hiragino Sans GB,1614
4086,石,Simplified,76,casia,3552
4087,懈,Simplified,懈,Hiragino Sans GB,3551
4088,笑,Seal,S03440,hzy,2435
4089,撩,Seal,S08884,hzy,3846
4090,軒,Traditional,53,traditional,4532
4091,笃,Simplified,笃,SimSun,3514
4092,洞,Traditional,洞,Hiragino Sans GB,1700
4093,盒,Traditional,盒,Hiragino Sans GB,2589
4094,匿,Simplified,匿,Hiragino Sans GB,1856
4095,喵,Simplified,喵,SimSun,2386
4096,泌,Simplified,76,casia,3748
4097,有,Simplified,55,casia,3614
4098,瑩,Traditional,瑩,Hiragino Sans GB,2996
4099,嘛,Simplified,嘛,SimSun,3878
4100,倏,Traditional,8,traditional,4854
4101,狙,Traditional,20,traditional,6100
4102,跛,Seal,S01554,hzy,3057
4103,橙,Simplified,橙,SimSun,3797
4104,截,Simplified,70,casia,4657
4105,摘,Simplified,摘,Hiragino Sans GB,2643
4106,杉,Simplified,杉,Hiragino Sans GB,2495
4107,肩,Simplified,肩,Hiragino Sans GB,1709
4108,适,Simplified,95,casia,4293
4109,外,Simplified,外,SimSun,2704
4110,坠,Bronze,B18740,hzy,4273
4111,嚯,Simplified,嚯,Hiragino Sans GB,2637
4112,筷,Simplified,77,casia,3705
4113,桔,Simplified,23,casia,3943
4114,傍,Simplified,傍,Hiragino Sans GB,2906
4115,苟,Bronze,B14210,hzy,2114
4116,肠,Simplified,22,casia,4970
4117,滑,Traditional,滑,Hiragino Sans GB,2680
4118,龍,Traditional,龍,Hiragino Sans GB,2931
4119,彩,Traditional,彩,SimSun,3641
4120,短,Simplified,短,SimSun,3234
4121,淫,Traditional,淫,Hiragino Sans GB,2461
4122,终,Simplified,81,casia,4720
4123,万,Oracle,J29856,hzy,2204
4124,夭,Simplified,夭,SimSun,1895
4125,蝻,Traditional,蝻,Hiragino Sans GB,2449
4126,將,Traditional,將,Hiragino Sans GB,2718
4127,槌,Simplified,槌,SimSun,3001
4128,保,Seal,S05653,hzy,3138
4129,也,Bronze,B17218,hzy,2649
4130,行,Traditional,43,traditional,2842
4131,鉴,Simplified,鉴,Hiragino Sans GB,3238
4132,藻,Simplified,藻,Hiragino Sans GB,2980
4133,泌,Traditional,泌,Hiragino Sans GB,2858
4134,遏,Seal,S01329,hzy,4144
4135,碍,Simplified,118,casia,4817
4136,酥,Simplified,酥,Hiragino Sans GB,2952
4137,设,Simplified,设,SimSun,2807
4138,娑,Traditional,娑,SimSun,3920
4139,虜,Traditional,虜,Hiragino Sans GB,3255
4140,木,Simplified,木,Hiragino Sans GB,1588
4141,搅,Simplified,68,casia,4802
4142,刃,Traditional,50,traditional,3321
4143,襄,Seal,S06053,hzy,4375
4144,嗟,Simplified,嗟,Hiragino Sans GB,2630
4145,輻,Traditional,輻,SimSun,3337
4146,败,Oracle,J07023,hzy,3558
4147,窠,Traditional,38,traditional,4359
4148,叽,Simplified,叽,Hiragino Sans GB,1511
4149,演,Traditional,演,SimSun,3523
4150,新,Bronze,B19487,hzy,3040
4151,俗,Seal,S05809,hzy,2613
4152,重,Simplified,82,casia,4385
4153,喘,Traditional,16,traditional,5708
4154,釐,Traditional,12,traditional,6625
4155,罐,Simplified,罐,SimSun,4586
4156,眸,Traditional,眸,Hiragino Sans GB,2392
4157,資,Traditional,資,SimSun,3692
4158,碑,Traditional,26,traditional,5438
4159,沐,Seal,S08333,hzy,3018
4160,谎,Simplified,谎,SimSun,3250
4161,注,Traditional,注,SimSun,2863
4162,拟,Simplified,拟,SimSun,2614
4163,滋,Traditional,滋,SimSun,4535
4164,庞,Simplified,庞,Hiragino Sans GB,2701
4165,尿,Traditional,尿,Hiragino Sans GB,2385
4166,范,Simplified,范,SimSun,2696
4167,磷,Simplified,磷,Hiragino Sans GB,3653
4168,瘟,Traditional,瘟,Hiragino Sans GB,2496
4169,甥,Traditional,甥,Hiragino Sans GB,2815
4170,楚,Simplified,楚,Hiragino Sans GB,2776
4171,绕,Simplified,绕,Hiragino Sans GB,3806
4172,馱,Traditional,17,traditional,5297
4173,躺,Simplified,躺,Hiragino Sans GB,2345
4174,黏,Traditional,黏,SimSun,4576
4175,總,Traditional,43,traditional,6862
4176,淖,Traditional,淖,SimSun,2489
4177,很,Traditional,很,SimSun,2642
4178,屬,Traditional,屬,Hiragino Sans GB,5048
4179,盾,Traditional,16,traditional,4141
4180,度,Simplified,度,SimSun,2955
4181,喽,Simplified,28,casia,4779
4182,壓,Traditional,壓,SimSun,3701
4183,溺,Traditional,溺,Hiragino Sans GB,3008
4184,叁,Simplified,30,casia,3758
4185,肖,Simplified,肖,SimSun,1828
4186,癌,Traditional,癌,Hiragino Sans GB,2522
4187,允,Bronze,B13469,hzy,1797
4188,當,Traditional,當,Hiragino Sans GB,2546
4189,冰,Simplified,39,casia,3546
4190,辛,Simplified,辛,SimSun,1850
4191,富,Simplified,富,Hiragino Sans GB,2143
4192,廿,Simplified,廿,Hiragino Sans GB,889
4193,差,Simplified,差,Hiragino Sans GB,2355
4194,殖,Seal,S02934,hzy,2982
4195,橇,Traditional,13,traditional,5757
4196,裹,Simplified,裹,Hiragino Sans GB,3779
4197,员,Seal,S04515,hzy,2070
4198,坑,Simplified,13,casia,3599
4199,东,Bronze,B08856,hzy,3231
4200,弓,Oracle,J27694,hzy,1638
4201,横,Simplified,横,Hiragino Sans GB,2958
4202,林,Seal,S04419,hzy,2597
4203,浓,Seal,S08250,hzy,5048
4204,凝,Simplified,凝,SimSun,4921
4205,攘,Traditional,34,traditional,6671
4206,釕,Traditional,58,traditional,4465
4207,缝,Simplified,缝,SimSun,4653
4208,嫂,Seal,S09157,hzy,3742
4209,枣,Simplified,112,casia,3412
4210,里,Simplified,里,SimSun,1846
4211,妲,Traditional,妲,SimSun,3197
4212,鯨,Traditional,鯨,SimSun,4402
4213,舒,Simplified,88,casia,4649
4214,迭,Simplified,迭,SimSun,3043
4215,顾,Bronze,B13648,hzy,3917
4216,篇,Traditional,篇,SimSun,3677
4217,俱,Simplified,俱,Hiragino Sans GB,2222
4218,入,Bronze,B08066,hzy,1158
4219,秋,Oracle,J13980,hzy,3308
4220,瓷,Traditional,瓷,Hiragino Sans GB,3336
4221,秤,Traditional,秤,SimSun,3102
4222,揪,Simplified,132,casia,5367
4223,鵝,Traditional,鵝,Hiragino Sans GB,3707
4224,隅,Simplified,37,casia,5216
4225,哦,Bronze,B01668,hzy,3854
4226,沫,Simplified,沫,Hiragino Sans GB,2112
4227,猎,Simplified,80,casia,5186
4228,煞,Simplified,22,casia,5257
4229,涉,Traditional,涉,SimSun,3136
4230,竹,Traditional,竹,SimSun,2530
4231,刷,Seal,S03189,hzy,2789
4232,志,Traditional,志,SimSun,2115
4233,粥,Traditional,4,traditional,5961
4234,瞞,Traditional,瞞,Hiragino Sans GB,2854
4235,扮,Seal,S08959,hzy,2755
4236,缪,Seal,S09823,hzy,5374
4237,渊,Simplified,渊,SimSun,3368
4238,吕,Bronze,B11896,hzy,2033
4239,晖,Seal,S04808,hzy,3816
4240,餡,Traditional,32,traditional,6343
4241,犬,Simplified,42,casia,3103
4242,鼓,Traditional,鼓,Hiragino Sans GB,2981
4243,江,Bronze,B15489,hzy,2395
4244,帽,Simplified,帽,Hiragino Sans GB,1831
4245,棱,Traditional,棱,SimSun,3821
4246,逻,Seal,S01367,hzy,6203
4247,泊,Simplified,泊,Hiragino Sans GB,1923
4248,暮,Simplified,70,casia,4494
4249,首,Simplified,首,Hiragino Sans GB,1844
4250,澪,Traditional,澪,SimSun,4090
4251,宿,Seal,S05262,hzy,2930
4252,磚,Traditional,磚,SimSun,3988
4253,巴,Traditional,巴,SimSun,1469
4254,潞,Seal,S07930,hzy,4407
4255,路,Simplified,69,casia,5060
4256,且,Traditional,且,Hiragino Sans GB,1110
4257,郊,Simplified,郊,SimSun,2938
4258,烩,Simplified,79,casia,4668
4259,嗝,Traditional,嗝,SimSun,2630
4260,卵,Simplified,卵,SimSun,2827
4261,沏,Traditional,3,traditional,3795
4262,讲,Simplified,13,casia,3279
4263,绵,Simplified,绵,Hiragino Sans GB,2486
4264,禎,Traditional,37,traditional,5554
4265,趋,Simplified,趋,Hiragino Sans GB,2745
4266,牛,Oracle,J01608,hzy,1714
4267,沙,Simplified,沙,SimSun,2471
4268,潘,Simplified,潘,Hiragino Sans GB,3422
4269,刷,Simplified,84,casia,4783
4270,瞟,Seal,S02445,hzy,4463
4271,汉,Simplified,汉,Hiragino Sans GB,2894
4272,陨,Bronze,B19750,hzy,3197
4273,让,Simplified,让,Hiragino Sans GB,1418
4274,苔,Traditional,苔,SimSun,2389
4275,狐,Traditional,狐,SimSun,3251
4276,胥,Seal,S03083,hzy,2637
4277,焖,Simplified,焖,SimSun,2947
4278,薏,Traditional,薏,SimSun,3779
4279,份,Simplified,49,casia,3959
4280,逮,Traditional,40,traditional,5184
4281,忖,Simplified,忖,SimSun,1795
4282,咬,Traditional,咬,Hiragino Sans GB,2353
4283,例,Simplified,4,casia,3747
4284,炯,Traditional,29,traditional,5623
4285,你,Traditional,你,Hiragino Sans GB,2568
4286,臉,Traditional,臉,SimSun,3850
4287,渔,Seal,S08649,hzy,4595
4288,智,Traditional,智,Hiragino Sans GB,2362
4289,孤,Simplified,41,casia,3914
4290,黝,Simplified,30,casia,6150
4291,質,Traditional,質,Hiragino Sans GB,2664
4292,續,Traditional,續,Hiragino Sans GB,3722
4293,艳,Simplified,艳,SimSun,2978
4294,仁,Simplified,仁,SimSun,1781
4295,绨,Seal,S09647,hzy,4065
4296,跪,Simplified,跪,Hiragino Sans GB,2986
4297,喋,Traditional,喋,Hiragino Sans GB,2318
4298,樊,Simplified,樊,Hiragino Sans GB,3693
4299,态,Simplified,态,SimSun,2589
4300,裙,Simplified,裙,Hiragino Sans GB,2860
4301,氨,Simplified,氨,Hiragino Sans GB,3389
4302,撞,Traditional,撞,SimSun,3792
4303,诈,Simplified,诈,Hiragino Sans GB,1715
4304,华,Simplified,华,SimSun,2219
4305,申,Oracle,J31135,hzy,1774
4306,國,Traditional,41,traditional,5756
4307,飛,Traditional,40,traditional,4833
4308,粑,Traditional,粑,Hiragino Sans GB,2192
4309,紐,Traditional,紐,Hiragino Sans GB,3106
4310,闵,Bronze,B16230,hzy,4450
4311,豌,Traditional,豌,Hiragino Sans GB,3165
4312,炬,Traditional,炬,SimSun,2562
4313,訖,Traditional,41,traditional,5681
4314,胖,Traditional,42,traditional,3750
4315,喂,Traditional,喂,SimSun,2786
4316,旦,Traditional,旦,Hiragino Sans GB,1007
4317,攀,Simplified,10,casia,5031
4318,来,Seal,S03866,hzy,2404
4319,吊,Traditional,吊,Hiragino Sans GB,1207
4320,務,Traditional,務,SimSun,3868
4321,地,Traditional,地,Hiragino Sans GB,2243
4322,赫,Traditional,赫,Hiragino Sans GB,2999
4323,舅,Simplified,舅,SimSun,3403
4324,痔,Traditional,痔,SimSun,3050
4325,擁,Traditional,擁,Hiragino Sans GB,3527
4326,芋,Traditional,芋,SimSun,1648
4327,幼,Simplified,幼,Hiragino Sans GB,2815
4328,戎,Traditional,19,traditional,4473
4329,巴,Oracle,J30395,hzy,2315
4330,糞,Traditional,18,traditional,4065
4331,藐,Traditional,藐,SimSun,5018
4332,塞,Simplified,塞,Hiragino Sans GB,2758
4333,俑,Simplified,俑,Hiragino Sans GB,2618
4334,嘗,Traditional,嘗,Hiragino Sans GB,2641
4335,昆,Seal,S04851,hzy,2948
4336,撒,Traditional,撒,Hiragino Sans GB,3235
4337,滴,Simplified,117,casia,4516
4338,浅,Seal,S08137,hzy,3870
4339,籤,Traditional,籤,Hiragino Sans GB,4462
4340,怖,Seal,S07853,hzy,3377
4341,馮,Traditional,27,traditional,4730
4342,熒,Traditional,熒,SimSun,3966
4343,颗,Simplified,123,casia,5981
4344,韓,Traditional,韓,Hiragino Sans GB,2576
4345,青,Simplified,1,casia,3075
4346,踹,Simplified,踹,Hiragino Sans GB,2558
4347,蓮,Traditional,蓮,SimSun,3382
4348,质,Simplified,质,Hiragino Sans GB,2028
4349,二,Simplified,二,SimSun,1008
4350,泪,Simplified,泪,Hiragino Sans GB,1611
4351,擁,Traditional,擁,SimSun,4379
4352,帝,Simplified,帝,Hiragino Sans GB,1756
4353,談,Traditional,34,traditional,4427
4354,钢,Simplified,钢,SimSun,3381
4355,但,Traditional,44,traditional,3567
4356,咳,Simplified,咳,SimSun,2964
4357,朽,Traditional,朽,SimSun,2640
4358,丽,Bronze,B14725,hzy,4577
4359,呡,Traditional,呡,Hiragino Sans GB,2104
4360,胚,Seal,S02973,hzy,2921
4361,繁,Traditional,繁,Hiragino Sans GB,5346
4362,輝,Traditional,輝,Hiragino Sans GB,2466
4363,罐,Traditional,20,traditional,7290
4364,河,Simplified,17,casia,3121
4365,郎,Traditional,54,traditional,4323
4366,摒,Simplified,摒,SimSun,3601
4367,堇,Seal,S10305,hzy,3363
4368,券,Traditional,券,SimSun,4110
4369,益,Simplified,11,casia,4398
4370,棱,Simplified,棱,SimSun,3821
4371,稻,Oracle,J17082,hzy,3404
4372,繃,Traditional,0,traditional,6393
4373,蛇,Seal,S10098,hzy,3355
4374,鹅,Simplified,131,casia,5922
4375,商,Traditional,商,Hiragino Sans GB,2287
4376,啜,Simplified,啜,Hiragino Sans GB,3475
4377,盒,Simplified,42,casia,4522
4378,徒,Bronze,B02001,hzy,2298
4379,盐,Simplified,盐,SimSun,3108
4380,副,Traditional,45,traditional,4357
4381,址,Traditional,址,SimSun,2032
4382,枫,Simplified,枫,Hiragino Sans GB,2802
4383,聋,Simplified,聋,Hiragino Sans GB,3180
4384,保,Oracle,J18788,hzy,2457
4385,折,Simplified,折,Hiragino Sans GB,1763
4386,宾,Simplified,宾,SimSun,2669
4387,雌,Traditional,雌,Hiragino Sans GB,2370
4388,析,Traditional,析,Hiragino Sans GB,1864
4389,慘,Traditional,慘,SimSun,4452
4390,宅,Simplified,宅,SimSun,2703
4391,衣,Traditional,45,traditional,3712
4392,夫,Seal,S07551,hzy,2065
4393,嘯,Traditional,嘯,Hiragino Sans GB,2009
4394,噬,Simplified,72,casia,4555
4395,匆,Traditional,匆,SimSun,3467
4396,牛,Simplified,105,casia,2796
4397,畅,Simplified,畅,SimSun,3249
4398,仙,Traditional,仙,Hiragino Sans GB,1472
4399,糯,Simplified,34,casia,5706
4400,閥,Traditional,閥,Hiragino Sans GB,3377
4401,甜,Seal,S03479,hzy,2752
4402,慎,Traditional,40,traditional,5264
4403,晾,Simplified,107,casia,4856
4404,注,Simplified,61,casia,3868
4405,蘊,Traditional,16,traditional,7011
4406,此,Simplified,此,SimSun,2498
4407,函,Oracle,J16841,hzy,2694
4408,圈,Traditional,圈,Hiragino Sans GB,3150
4409,比,Traditional,27,traditional,3998
4410,九,Simplified,85,casia,3170
4411,屬,Traditional,44,traditional,7076
4412,摩,Simplified,摩,SimSun,4160
4413,俾,Traditional,俾,Hiragino Sans GB,2653
4414,鄂,Traditional,57,traditional,5654
4415,嘬,Simplified,嘬,Hiragino Sans GB,2867
4416,棵,Simplified,55,casia,5112
4417,钴,Simplified,钴,Hiragino Sans GB,2033
4418,啐,Simplified,20,casia,3541
4419,捻,Traditional,捻,SimSun,3418
4420,钙,Simplified,钙,SimSun,3048
4421,秦,Simplified,秦,SimSun,3773
4422,轎,Traditional,轎,Hiragino Sans GB,3526
4423,醇,Simplified,醇,Hiragino Sans GB,2690
4424,铯,Simplified,铯,SimSun,3922
4425,莽,Traditional,19,traditional,5258
4426,棺,Bronze,B08810,hzy,2582
4427,晕,Seal,S04863,hzy,3672
4428,穴,Seal,S05300,hzy,2046
4429,摟,Traditional,摟,Hiragino Sans GB,4021
